Statement,ID,Origin,Validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_gunning_fog,True_text_standard,Characters,Words,Word_Length,Number_Count,Positive_Sentiment,Neutral_Sentiment,Negative_Sentiment,Positive_Stance,Negative_Stance,Neutral_Stance
"Modeled results of the spread of COVID-19 in New York State and the UK have shown this.
If the level of testing and isolation measures is maintained, the number of positive cases
in New York State will remain stable in March 2021, while the UK will see a decline.",1166,Translated,TRUE,71.99,0,9.3,7.9,11.5,9.69,9,13.25,11.43,9th and 10th grade,263,49,4.428571429,6,0.0377,0.854,0.1083,0.653718352,0.091373026,0.254908651
"The modeled results of COVID-19 spread in New York State and the UK have shown that
if the level of testing and containment measures is maintained, the number of positive cases i
New York State will remain the same in March 2021, while in the UK it will reduce.",1166,Translated,TRUE,47.12,0,18.9,8.37,23.6,10.9,9,26.5,21.23,10th and 11th grade,261,49,4.387755102,6,0.0479,0.8817,0.0704,0.611502051,0.07724458,0.311253369
"Modeled results of the spread of COVID-19 in New York State and the United Kingdom showed this
if the level of testing and containment measures is maintained, the number of positive cases in
New York State remains the same in March 2021, while it will decrease in the UK.",1166,Translated,TRUE,47.12,0,18.9,9.53,24.5,11.22,10,26.5,21.23,18th and 19th grade,271,49,4.591836735,6,0.0431,0.8812,0.0757,0.614613235,0.082355626,0.303031087
"Model results for the spread of COVID-19 in New York State and the United Kingdom have shown that if testing and isolation measures are maintained, the number of positive cases in New York State will remain stable in March 2021, while the United Kingdom will see a decline.",1166,Translated,TRUE,39.68,0,19.6,10.46,24.8,10.62,9,26,20.87,10th and 11th grade,273,48,4.708333333,6,0.0513,0.8812,0.0676,0.626209378,0.07622461,0.297565967
"Modeled results of the spread of COVID-19 in New York State and the United Kingdom showed this
if the level of testing and containment measures is maintained, the number of positive cases i
New York State will remain the same in March 2021, while it will decrease in the UK.",1166,Translated,TRUE,46.11,0,19.3,9.24,24.8,10.85,9,27,21.6,10th and 11th grade,274,50,4.54,6,0.0418,0.8665,0.0917,0.616624177,0.072954886,0.31042099
"The modeled results of the spread of covid-19 in the state of New York and the United Kingdom have shown that
if the level of testing and containment measures is maintained, the number of positive cases i
New York State remains unchanged in March 2021, while in the UK it will decrease.",1166,Translated,TRUE,44.08,0,20,9.36,25.9,11.38,11,28,22.34,19th and 20th grade,286,52,4.557692308,6,0.0332,0.8577,0.1092,0.619344771,0.091551073,0.289104134
"Modeled results of the spread of COVID-19 in New York State and the United Kingdom have shown that
if the level of testing and containment measures are maintained, the number of positive cases in
New York State will remain the same in March 2021, while in the United Kingdom it will decrease.",1166,Translated,TRUE,44.08,0,20,10.06,26.4,10.47,9,28,22.34,10th and 11th grade,292,52,4.673076923,6,0.0357,0.8852,0.0791,0.617172897,0.081196144,0.301630914
"Modeled results of the spread of COVID-19 in New York State and the United Kingdom have shown that
If the level of testing and containment measures is maintained, the number of positive cases
New York state will remain the same in March 2021, while in the UK it will decrease.",1166,Translated,TRUE,46.11,0,19.3,9.48,25,10.85,9,27,21.6,10th and 11th grade,276,50,4.58,6,0.0376,0.8625,0.0999,0.622109473,0.091835581,0.286054999
"Different amounts of antibodies produced after the two vaccine doses were found.
Individuals with a previous natural infection developed a higher level of antibodies. Between
individuals without a history of past SARS-CoV-2 infection, 5% had an antibody level to the same
order of magnitude of infected people, suggesting that they acquired the infection in a
asymptomatic way. In such individuals, one dose of vaccine may be sufficient to obtain a
protective immune response.",1170,Translated,TRUE,27.52,15.9,14,14.04,13.7,10.38,21,14.125,14.44,13th and 14th grade,476,73,5.602739726,2,0.0545,0.8698,0.0757,0.633320093,0.062638983,0.304040968
"The amount of antibodies produced after the two vaccinations was found to be different.
Individuals with a previous natural infection had higher antibody levels. Between
Among individuals with no previous SARS-CoV-2 infection, 5% had the same antibody levels.
In order of magnitude of the number of people infected, they indicate that they were infected during the following periods:
Asymptomatic method. For such individuals, one dose of vaccine may be sufficient to get:
Protective immune response.",1170,Translated,TRUE,30.87,15.1,12.7,14.09,12.8,9.85,20,11.9,13.47,12th and 13th grade,500,75,5.746666667,2,0.0391,0.8933,0.0675,0.651595116,0.049307577,0.29909727
"Different amounts of antibodies produced after the two vaccine doses were found.
People who had a previous natural infection developed a higher level of antibodies. From
in people with no history of SARS-CoV-2 infection, 5% had identical antibody levels
order of magnitude of those infected, suggesting that they contracted the infection in a manner
asymptomatically. In these people, one dose of vaccine may be enough to achieve
protective immune response.",1170,Translated,TRUE,36.79,15.2,12.5,13.74,13.4,10.82,21,13.25,14.43,13th and 14th grade,457,70,5.614285714,2,0.0475,0.8545,0.098,0.636530817,0.055311389,0.308157772
"Different amounts of antibodies produced after two doses of the vaccine were found.
Individuals with previous natural infection developed higher levels of antibodies. Between
of individuals with no history of SARS-CoV-2 infection, 5% had the same level of antibodies
order of infected people, suggesting that they acquired the infection in an
in an asymptomatic way. In such individuals, a single dose of vaccine may be sufficient to acquire a
protective immune response.",1170,Translated,TRUE,27.83,15.6,13.9,13.86,13.8,10.23,20,13.75,13.31,13th and 14th grade,471,72,5.625,2,0.0462,0.8535,0.1003,0.638138235,0.067275956,0.294585764
"Different amounts of antibodies were found to be produced after two doses of the vaccine.
Individuals with previous natural infection developed higher levels of antibodies. Among
people with no history of SARS-CoV-2 infection, 5% had the same level of antibodies
as infected people, suggesting that they acquired the infection in an
asymptomatic manner. In these individuals, a single dose of vaccine may be sufficient to acquire a
protective immune response.",1170,Translated,TRUE,36.79,15.2,12.5,13.92,13.6,10.59,21,13.25,13.29,13th and 14th grade,459,70,5.642857143,2,0.0458,0.8565,0.0977,0.635827482,0.073965319,0.290207237
"Different amounts of antibodies produced after two doses of the vaccine were detected.
Individuals with previous natural infection developed higher levels of antibodies. Among
of individuals without a history of SARS-CoV-2 infection, 5% had the same level of antibodies
order of magnitude of infected people, which indicates that they became infected in an
asymptomatic. In such people, a single dose of the vaccine may be sufficient to produce a
protective immune response.",1170,Translated,TRUE,27.83,15.9,13.9,14.09,13.9,10.45,21,14,14.42,13th and 14th grade,474,72,5.666666667,2,0.0414,0.8303,0.1283,0.635614574,0.072641261,0.291744143
"Different amounts of antibodies produced after the two doses of vaccine were noted.
People who had already been infected naturally developed a higher level of antibodies.
Among people without a history of SARS-CoV-2 infection, 5% had identical antibody levels
to those of infected people, suggesting that they contracted the infection in a way
asymptomatic. In these people, one dose of vaccine may be enough to obtain
a protective immune response.",1170,Translated,TRUE,36.79,14.6,12.5,12.99,12.8,10.37,20,12.75,13.29,12th and 13th grade,448,70,5.485714286,2,0.038,0.848,0.1141,0.63053298,0.066242814,0.303224295
"The amount of antibodies produced after the two vaccines was found to be different.
Individuals with a previous natural infection had higher antibody levels. Among
Among people without previous SARS-CoV-2 infection, 5% had the same antibody levels.
In order of magnitude of the number of infected people, they indicate that they were infected during the following periods:
Asymptomatic method. For these people, one dose of vaccine may be sufficient to receive:
Protective immune response.",1170,Translated,TRUE,39.53,14.3,11.4,13.74,12.4,9.92,20,11.2,12.95,11th and 12th grade,489,74,5.689189189,2,0.0409,0.8889,0.0702,0.643407106,0.056555446,0.300037473
"Different amounts of antibodies produced after the two doses of vaccine were found.
People who had already had a natural infection developed a higher level of antibodies. Among
people with no history of SARS-CoV-2 infection, 5% had an antibody level identical
order of magnitude to those infected, suggesting that they acquired the infection
asymptomatically. In these people, one dose of vaccine may be sufficient to elicit a
protective immune response.",1170,Translated,TRUE,36.79,14.9,12.5,13.51,13.2,10.37,20,13,13.86,12th and 13th grade,454,70,5.571428571,2,0.0551,0.862,0.0828,0.629931509,0.072459824,0.297608614
"Different amounts of antibodies produced after the two vaccine doses were found.
Individuals with a previous natural infection developed a higher antibody level. Among
individuals with no previous SARS-CoV-2 infection had 5% an antibody level in the same way
order of magnitude of infected people, suggesting that they acquired the infection in a
asymptomatic way. In such individuals, one dose of vaccine may be sufficient to obtain a
protective immune response.",1170,Translated,TRUE,28.03,15.9,13.8,13.8,13.5,10.52,21,13.875,14.44,13th and 14th grade,463,71,5.605633803,2,0.0536,0.8766,0.0699,0.63715893,0.056580577,0.306260407
"Different amounts of antibodies produced after two doses of the vaccine were found.
Individuals with previous natural infection developed higher levels of antibodies. Between
of individuals with no history of SARS-CoV-2 infection, 5% had the same level of antibodies
order of infected persons, indicating that they acquired the infection in a
in an asymptomatic way. In such individuals, a single dose of vaccine may be sufficient to acquire one
protective immune response.",1170,Translated,TRUE,27.83,15.6,13.9,13.98,13.9,10.45,21,13.75,13.31,13th and 14th grade,473,72,5.652777778,2,0.0524,0.863,0.0846,0.64206171,0.057899468,0.300038844
"The amount of antibodies produced after two vaccinations was found to be different.
Individuals with a previous natural infection had higher antibody levels. between
Among individuals who had not previously been infected with SARS-CoV-2, 5% had the same antibody levels.
The scale of the number of infected people indicates that they were infected during the following periods:
Asymptomatic method. For such individuals, one dose of vaccine may be enough to get:
Protective immune response.",1170,Translated,TRUE,39.53,14.6,11.4,13.85,12.5,9.92,19,11.4,12.95,12th and 13th grade,490,74,5.702702703,2,0.0318,0.8759,0.0923,0.6626544,0.048450414,0.28889516
"It was found that different amounts of antibodies were produced after the two doses of vaccine.
People with a previous natural infection developed higher levels of antibodies. Of those without a previous SARS-CoV-2 infection, 5% had antibody levels in the same range as infected people, suggesting that they acquired the infection asymptomatically. In such people, one dose of vaccine may be enough to produce a protective immune response.",1170,Translated,TRUE,45.76,14.2,11.1,13.28,12.8,10.52,19,12.25,12.68,12th and 13th grade,439,68,5.485294118,2,0.0439,0.88,0.0761,0.63411653,0.055153165,0.310730278
"Different amounts of antibodies produced after the two vaccine doses were found.
People with a previous natural infection developed a higher antibody level. Among
individuals without prior SARS-CoV-2 infection had 5% antibody levels similarly
order of magnitude of infected people, suggesting that they got the infection in a
asymptomatic way. In such individuals, one dose of vaccine may be sufficient to achieve a
protective immune response.",1170,Translated,TRUE,29.35,15.6,13.3,14.85,13.8,11.39,22,13,15.08,12th and 13th grade,443,66,5.803030303,2,0.0411,0.853,0.1058,0.630817056,0.068235263,0.300947607
"Different amounts of antibodies were found to be produced after the two doses of the vaccine.
People with previous natural infection developed higher levels of antibodies. Between
subjects with no history of previous SARS-CoV-2 infection, 5% had a concurrent antibody level
order of magnitude of infected individuals, suggesting that they acquired the infection in a
asymptomatic way. In such individuals, one dose of vaccine may be sufficient to obtain a
protective immune response.",1170,Translated,TRUE,27.52,16.2,14,14.56,14.2,11.03,24,14.375,14.99,14th and 15th grade,483,73,5.698630137,2,0.0427,0.8544,0.1029,0.638243437,0.05633631,0.30542025
"The amount of antibodies produced after two doses of vaccine was different.
Previously naturally infected individuals had higher antibody levels.
Among individuals without a previous SARS-CoV-2 infection, 5% had antibody levels at the same level as those who were infected.
This suggests that they were infected in an asymptomatic manner. For these individuals, one dose of vaccine may be sufficient to obtain a protective immune response.",1170,Translated,TRUE,32.7,13.7,12,13.85,11.9,10.51,21,9,11.95,11th and 12th grade,439,66,5.712121212,2,0.0299,0.8344,0.1357,0.635976613,0.069502234,0.294521093
"Different amounts of antibodies were found to be produced after the two doses of the vaccine.
Individuals who had a previous natural infection developed a higher level of antibodies. between the
In individuals with no history of previous infection with SARS-CoV-2, 5% had an antibody level at the same level
In terms of the size of the infected people, which indicates that they were infected in
Asymptomatic method. In such individuals, a single dose of the vaccine may be sufficient to obtain...
Protective immune response.",1170,Translated,TRUE,45.76,14.6,11.1,11.66,11.5,9.5,19,12.5,12.45,11th and 12th grade,525,85,5.247058824,2,0.0746,0.8841,0.0413,0.633863986,0.066174634,0.299961418
"Different amounts of antibodies produced after the two vaccine doses were found.
People who had a previous natural infection developed a higher level of antibodies. Of
in people with no history of SARS-CoV-2 infection, 5% had identical antibody levels
order of magnitude of those infected, suggesting that they contracted the infection in a way
asymptomatically. In these people, one dose of vaccine may be enough to achieve
protective immune response.",1170,Translated,TRUE,36.79,15.2,12.5,13.34,13.1,10.59,20,13.25,14.43,12th and 13th grade,452,70,5.542857143,2,0.0512,0.8551,0.0936,0.633180261,0.057389151,0.309430599
"Different amounts of antibodies were found to be produced after the two doses of the vaccine.
People with a previous natural infection developed a higher level of antibodies. Between
people with no history of previous SARS-CoV-2 infection, 5% had a level of antibodies to it
order of magnitude of infected individuals, suggesting that they acquired the infection in a
asymptomatic way. In such individuals, one dose of vaccine may be sufficient to obtain a
protective immune response.",1170,Translated,TRUE,34.97,15.9,13.2,12.71,13.2,9.93,20,14.625,13.95,12th and 13th grade,484,77,5.363636364,2,0.0512,0.8632,0.0856,0.643780231,0.054350439,0.301869333
"The proposed technique has a high similarity with the PCR testing technique. The results
The results obtained highlight the potential application of this simple and inexpensive magneto test for saliva.
Point-of-care based COVID-19 diagnosis.",1171,Translated,TRUE,43.09,11.2,10.1,15.99,13.1,12.09,13,6.666666666666667,11.58,11th and 12th grade,241,34,6.176470588,2,0.7612,0.235,0.0038,0.616699576,0.096584074,0.286716402
"The proposed technique showed great similarity with the PCR test technique. Results
the application potential of this simple, low-cost salivary magnetoassay was pointed out
point-of-care diagnosis of COVID-19.",1171,Translated,TRUE,31.89,0,12.3,18.38,16.2,12.23,10,8.5,12.74,12th and 13th grade,209,28,6.571428571,2,0.8663,0.1294,0.0043,0.610965669,0.088361241,0.300673097
"The proposed technique showed great similarity with the PCR test technique. Results
the applicability of this simple, low-cost saliva magnetoassay was highlighted
point-of-care diagnosis of COVID-19.",1171,Translated,TRUE,24.44,0,13.1,19.07,16.6,12.18,9,8,12.89,12th and 13th grade,199,26,6.769230769,2,0.852,0.1427,0.0053,0.613017201,0.087745696,0.299237162
"The proposed technology showed great similarity to PCR testing technology. result
Points are earned for the application potential of this simple and inexpensive magnetic method for saliva.
On-site treatment-based COVID-19 diagnosis.",1171,Translated,TRUE,27.18,13,12,17.9,14.4,14.84,12,7.166666666666666,13.15,12th and 13th grade,232,31,6.580645161,2,0.8944,0.1021,0.0034,0.627184868,0.051571857,0.321243346
"The proposed technique showed great similarity with the PCR testing technique. The results
obtained show the application potential of this simple, inexpensive saliva magnetoassay.
point-of-care-based diagnostics for COVID-19.",1171,Translated,TRUE,28.2,11.9,11.6,20.33,16.5,13.68,12,6,12.29,11th and 12th grade,225,28,7.142857143,2,0.915,0.0813,0.0036,0.613021553,0.082509905,0.304468513
"The proposed method was very similar to the PCR testing technique. Results
the obtained result indicates the application potential of this simple and inexpensive saliva magnetic analysis.
When diagnosed with COVID-19.",1171,Translated,TRUE,44.1,12.5,9.7,15.46,12.1,13.83,15,6.833333333333333,14.44,12th and 13th grade,217,31,6.096774194,2,0.5518,0.44,0.0082,0.624348402,0.075523071,0.300128609
"The proposed technique showed great similarity with the PCR testing technique. The results
obtained point to the potential application of this simple and low-cost magnetoassay for saliva-
Point-of-care based COVID-19 diagnosis.",1171,Translated,TRUE,38.82,0,11.7,17.98,16.2,12.55,11,10.25,12.65,12th and 13th grade,227,31,6.419354839,2,0.8772,0.1186,0.0042,0.611725628,0.092233285,0.296041161
"The proposed technique showed great similarity to the PCR test technique. The results
obtained point to the application potential of this simple, inexpensive magnetoassay for salivary
based covid-19 diagnosis in healthcare.",1171,Translated,TRUE,38.82,0,11.7,17.8,15.7,13.06,12,10.75,13.94,11th and 12th grade,223,31,6.290322581,2,0.8998,0.0963,0.0039,0.597607911,0.0785276,0.32386452
The proposed technology was very similar to the PCR testing technology. The results obtained demonstrate the potential of this simple and inexpensive magnetic assay to be applied to saliva-based clinic COVID-19 diagnosis.,1171,Translated,TRUE,29.86,0,13.1,16.12,14.5,13.81,15,11.5,13.9,13th and 14th grade,221,32,5.9375,2,0.7931,0.2029,0.004,0.614585996,0.060498558,0.324915498
"The proposed technique showed great similarity to the PCR testing technique. result
The obtained results demonstrate the applicability of this simple and inexpensive saliva magnetic analysis method.
Point-of-care based diagnosis for COVID-19.",1171,Translated,TRUE,35.23,11.2,11,18.71,14.9,14.04,14,6.333333333333333,11.78,11th and 12th grade,242,32,6.65625,2,0.89,0.1064,0.0036,0.61532706,0.083800748,0.300872147
"The proposed method was very similar to the PCR test technique. Results
the obtained result indicates the application potential of this simple and inexpensive salivary magnetic analysis.
When diagnosed with COVID-19.",1171,Translated,TRUE,44.1,12.5,9.7,15.29,12,13.32,14,6.833333333333333,14.44,12th and 13th grade,216,31,6.064516129,2,0.5697,0.4222,0.0081,0.623609722,0.068384245,0.308006078
"The proposed technique showed great similarity with the PCR test technique. Results
The obtained points indicate the potential application of this simple and low-cost magnetic saliva test.
Point-of-care COVID-19 diagnosis.",1171,Translated,TRUE,44.41,11.2,9.6,17.2,13.9,12.55,11,6,12,11th and 12th grade,222,30,6.5,2,0.8375,0.1584,0.0041,0.61609,0.089743406,0.294166565
The proposed technique showed great similarity to the PCR testing technique. The results obtained indicate the potential application of this simple and inexpensive magnetoassay for saliva-based point-of-care diagnosis of COVID-19.,1171,Translated,TRUE,22.41,0,13.9,19.83,17.6,13.85,13,11,15.33,13th and 14th grade,230,30,6.7,2,0.8386,0.157,0.0045,0.613438249,0.086487211,0.300074548
"The proposed technique showed great similarity with the PCR test technique. Results
the application potential of this simple, inexpensive saliva magnetoassay was pointed out
point-of-care diagnosis of COVID-19.",1171,Translated,TRUE,31.89,0,12.3,18.78,16.4,12.79,11,9,14.17,12th and 13th grade,210,28,6.607142857,2,0.8933,0.1027,0.0041,0.60663861,0.080121353,0.313240111
"The proposed technique showed great similarity to the PCR testing technique. Results
The points obtained indicate the applicability of this simple and low-cost magnetic test for saliva.
Point-of-care diagnosis of COVID-19.",1171,Translated,TRUE,44.1,10.5,9.7,15.87,12.9,12.3,11,5.833333333333333,10.57,10th and 11th grade,222,31,6.258064516,2,0.8004,0.1945,0.0051,0.616841316,0.085672952,0.297485709
"The proposed technique showed great similarity to the PCR testing technique. The results obtained indicate the application potential of this simple, low-cost magnetoassay for saliva-based point-of-care diagnosis of COVID-19.",1171,Translated,TRUE,31.38,0,12.5,19.71,17.7,13.61,12,10.25,14.08,13th and 14th grade,224,29,6.75862069,2,0.8548,0.1408,0.0044,0.613480449,0.084624372,0.301895112
The proposed technology showed great similarity to the PCR testing technology. The results obtained indicate the applicability of this simple and low-cost magnetic test for saliva-based point-of-care diagnosis of COVID-19.,1171,Translated,TRUE,22.41,0,13.9,18.09,16.4,12.8,11,11,14,13th and 14th grade,222,30,6.433333333,2,0.8604,0.1357,0.0039,0.606508553,0.068738051,0.324753284
"The proposed technique showed great similarity with the PCR test technique. The obtained results indicate the application potential of this simple, inexpensive magnetoassay for saliva-based point-of-care diagnosis of COVID-19.",1171,Translated,TRUE,22.92,0,13.7,20.35,18,13.61,12,10.75,15.46,13th and 14th grade,226,29,6.827586207,2,0.8706,0.1251,0.0043,0.607826293,0.084069997,0.30810374
The proposed technique showed great similarity to the PCR testing technique. The results obtained indicate the possibility of applying this simple and low-cost magnetic test for saliva-based point-of-care diagnosis of COVID-19.,1171,Translated,TRUE,30.36,0,12.9,17.98,16.2,13.06,12,10.75,13.94,12th and 13th grade,227,31,6.35483871,2,0.7702,0.225,0.0048,0.617548108,0.086841054,0.295610815
"In the early stages of the COVID-19 pandemic, stay-at-home orders and social distancing were implemented. 
The guidelines required the U.S. health system to postpone elective tests and procedures. 
In the early stages of the pandemic, brain MRI scan volumes decreased by 17%.",1172,Translated,TRUE,60.82,10.1,7.4,11.75,9.8,12.43,13,5.75,8.01,7th and 8th grade,275,42,5.571428571,4,0.0151,0.4215,0.5634,0.646374941,0.082466617,0.271158457
"During the early stages of the COVID-19 pandemic, lockdowns and social distancing guidelines forced health care systems in the United States to postpone scheduled exams and procedures.
During the early pandemic, there was a 17% decline in the number of brain MRI scans.",1172,Translated,TRUE,58.11,0,10.5,12.53,14.2,11.31,11,12.75,11.39,10th and 11th grade,269,43,5.302325581,4,0.0083,0.2624,0.7293,0.623918593,0.071433991,0.304647386
"During the early stages of the COVID-19 pandemic, lockdowns and social distancing forced medical facilities in the United States to postpone scheduled exams and procedures.
During the early pandemic, there was a 17% decrease in brain MRI scans.",1172,Translated,TRUE,52.19,0,10.7,13.4,13.7,12.06,11,12.5,12.86,12th and 13th grade,244,38,5.473684211,4,0.0081,0.2321,0.7598,0.617520809,0.069923304,0.31255585
"In the early stages of the COVID-19 pandemic, stay-at-home orders and social distancing are implemented.
The guidelines required the U.S. health system to postpone elective tests and procedures.
At the beginning of the pandemic, brain MRI scan volumes fell by 17%.",1172,Translated,TRUE,61.02,10.7,7.3,11.4,9.4,12.23,12,5.875,8.02,7th and 8th grade,264,41,5.512195122,4,0.0151,0.3918,0.5932,0.649210274,0.085473232,0.265316546
"Stay-at-home orders and social distancing during the early stages of the COVID-19 pandemic
the guidelines forced healthcare systems in the United States to delay elective tests and procedures.
During the early pandemic, the volume of brain MRI scans decreased by 17%.",1172,Translated,TRUE,50.67,0,11.3,13.87,14.9,12.36,12,12.75,11.13,11th and 12th grade,267,41,5.585365854,4,0.012,0.2943,0.6937,0.640699744,0.095142305,0.264157981
"During the first phase of the COVID-19 pandemic, stay-at-home and social distancing orders were issued
The guidelines have forced U.S. health systems to postpone elective tests and procedures.
There was a 17% decline in the volume of brain MRI scans during the early pandemic.",1172,Translated,TRUE,65.01,10.5,7.8,11.65,10.9,12.26,12,8,8.61,7th and 8th grade,276,44,5.340909091,4,0.0095,0.2699,0.7206,0.629063189,0.083601549,0.287335306
"During the initial phase of the COVID-19 pandemic, containment and social distancing measures
The guidelines forced U.S. health systems to postpone elective tests and procedures.
There was a 17% decrease in brain MRI volume at the start of the pandemic.",1172,Translated,TRUE,66.44,10.5,7.3,11.88,10.4,12.98,13,7.333333333333334,9.32,7th and 8th grade,253,40,5.4,4,0.0117,0.3392,0.6491,0.626944184,0.084541731,0.288514048
"During the early stages of the COVID-19 pandemic, lockdowns and social distancing guidelines forced U.S. health care systems to postpone scheduled tests and procedures.
During the early pandemic, there was a 17% decline in the number of brain MRI scans.",1172,Translated,TRUE,66.44,9.7,7.3,11.7,10.4,12.19,10,7,8.32,6th and 7th grade,253,40,5.375,4,0.0082,0.2542,0.7376,0.632954955,0.078162335,0.288882792
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing
guidelines have forced United States health systems to postpone elective tests and procedures.
There was a 17% reduction in brain MRI volume during the early pandemic.",1172,Translated,TRUE,51.68,0,10.9,14.68,15.1,12.3,12,12.75,11.9,14th and 15th grade,260,39,5.743589744,4,0.0114,0.3205,0.6681,0.630424142,0.079242863,0.290333033
"Stay-at-home orders and social distancing during the early stages of the COVID-19 pandemic
the guidelines forced health care systems in the United States to delay elective tests and procedures.
During the early pandemic, the volume of brain MRIs decreased by 17%.",1172,Translated,TRUE,50.67,0,11.3,13.29,14.4,11.59,11,12.75,11.13,11th and 12th grade,263,41,5.487804878,4,0.015,0.3325,0.6525,0.650579154,0.103725761,0.245695114
"During the initial phase of the covid-19 pandemic, stays at home and social distancing
guidelines have forced the US health system to postpone elective tests and procedures.
There was a 17% reduction in brain MRI volume during the early pandemic.",1172,Translated,TRUE,59.64,0,9.9,12.01,13,12.13,11,12.5,12,12th and 13th grade,246,40,5.225,4,0.0124,0.3113,0.6763,0.646948814,0.08892101,0.264130175
"During the early stages of the COVID-19 pandemic, health care systems in the United States were forced to postpone scheduled exams and procedures due to stay-at-home orders and social distancing guidelines.
During the early pandemic, there was a 17% decline in the number of brain MRI scans.",1172,Translated,TRUE,56.08,0,11.3,12.25,14.9,10.85,11,14.25,11.95,11th and 12th grade,291,47,5.234042553,4,0.0089,0.2563,0.7348,0.655610383,0.073186219,0.271203458
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing
guidelines have forced US healthcare systems to postpone screening tests and procedures.
Brain MRI volume was reduced by 17% during the early pandemic.",1172,Translated,TRUE,53.21,0,10.3,14.96,14.9,13.3,13,11.5,10.53,14th and 15th grade,244,36,5.861111111,4,0.0108,0.2957,0.6935,0.632185757,0.088183075,0.279631197
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing
guidelines have forced United States health systems to postpone screening tests and procedures.
During the early pandemic, there was a 17% decrease in the volume of brain MRI scans.",1172,Translated,TRUE,58.62,0,10.3,13.81,15.2,12.2,12,13,11.26,12th and 13th grade,274,42,5.595238095,4,0.0106,0.3234,0.666,0.628288388,0.079301953,0.292409658
"During the early stages of the COVID-19 pandemic, lockdowns and social distancing guidelines forced healthcare systems in the United States to postpone scheduled tests and procedures.
During the early pandemic, there was a 17% reduction in the number of brain MRIs.",1172,Translated,TRUE,50.67,0,11.3,13.69,14.7,11.59,11,12.75,12.1,11th and 12th grade,265,41,5.512195122,4,0.0186,0.46,0.5214,0.617977679,0.05750801,0.3245143
"From the early stages of the COVID-19 pandemic, containment and social distancing measures were implemented.
The guidelines required the U.S. healthcare system to postpone elective tests and procedures.
At the start of the pandemic, brain MRI volumes fell by 17%.",1172,Translated,TRUE,61.33,10.1,7.2,12.44,9.9,12.82,14,5.5,9,8th and 9th grade,263,40,5.65,4,0.0142,0.3676,0.6182,0.639205158,0.081314296,0.279480457
"During the early stages of the COVID-19 pandemic, lockdowns and social distancing guidelines forced health care systems across the United States to postpone preventive screenings and procedures.
During the early pandemic, there was a 17% decline in the number of brain MRI scans.",1172,Translated,TRUE,58.11,0,10.5,13.87,15.3,11.31,11,13.25,12.32,10th and 11th grade,279,43,5.534883721,4,0.0089,0.2609,0.7302,0.625293076,0.077462569,0.29724431
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing
the guidelines forced United States health systems to postpone testing and screening procedures.
During the early pandemic, there was a 17% reduction in brain MRI volume.",1172,Translated,TRUE,51.68,0,10.9,14.97,15.5,12.3,13,12.75,11.9,11th and 12th grade,263,39,5.820512821,4,0.0144,0.4273,0.5583,0.625911057,0.083821274,0.290267766
"In the initial phase of the COVID-19 pandemic, containment and social distancing measures
The guidelines forced US health systems to delay elective tests and procedures.
There was a 17% decrease in brain MRI volume at the onset of the pandemic.",1172,Translated,TRUE,59.64,0,9.9,11.72,12.7,12.92,14,12.5,12,12th and 13th grade,244,40,5.175,4,0.0091,0.2655,0.7254,0.627475739,0.086325124,0.286199182
"It seems that the virus traveled by car on highways and highways; and that â€œsoloâ€ driving, that is
traveling in passenger cars, which now seems to be perceived by the public as a solution, was
probably one of the media that favored the initial dissemination.",1182,Translated,TRUE,34.26,0,19.7,10.69,23.9,11.48,11,27.5,21.56,10th and 11th grade,262,45,4.888888889,0,0.027,0.5978,0.3752,0.630515873,0.048921019,0.320563048
"The virus appears to have traveled by car on highways and highways; and that ""solo"" driving, ie.
traveling by passenger cars, which the public now seems to perceive as the solution, was
probably one of the means that facilitated the initial spread.",1182,Translated,TRUE,58.62,0,10.3,10.21,12.3,10.32,11,13,12.21,9th and 10th grade,248,42,4.976190476,0,0.0196,0.506,0.4744,0.622877002,0.046697352,0.33042559
"It appears that the virus traveled by car on freeways and highways; and that ""solo"" driving, i.e.
travel with passenger cars, which now seem to be perceived by the public as a solution, where
probably one of the agents that favored the initial spread.",1182,Translated,TRUE,66.07,0,9.5,8.94,11.8,10.47,12,12.5,10.62,9th and 10th grade,251,44,4.772727273,0,0.0287,0.6227,0.3486,0.640060842,0.047891777,0.312047452
"The virus appears to have traveled by car on highways and highways; and that ""solo"" driving, ie.
to drive passenger cars, which the public currently perceives as a solution, where
probably one of the agents that favored the initial spread.",1182,Translated,TRUE,59.64,0,9.9,10.56,12.1,10.55,11,12,11,10th and 11th grade,239,40,5.05,0,0.0316,0.6735,0.2949,0.632266343,0.048529174,0.31920442
