Statement,ID,Origin,Validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_gunning_fog,True_text_standard,Characters,Words,Word_Length,Number_Count,Positive_Sentiment,Neutral_Sentiment,Negative_Sentiment,Positive_Stance,Negative_Stance,Neutral_Stance
"Different amounts of antibodies were found to be produced after the two doses of the vaccine.
People with a previous natural infection developed a higher level of antibodies. Between
people with no history of previous SARS-CoV-2 infection, 5% had a level of antibodies to it
order of magnitude of infected individuals, suggesting that they acquired the infection in a
asymptomatic way. In such individuals, one dose of vaccine may be sufficient to obtain a
protective immune response.",1170,Translated,TRUE,34.97,15.9,13.2,12.71,13.2,9.93,20,14.625,13.95,12th and 13th grade,484,77,5.363636364,2,0.0512,0.8632,0.0856,0.643780231,0.054350439,0.301869333
"The proposed technique has a high similarity with the PCR testing technique. The results
The results obtained highlight the potential application of this simple and inexpensive magneto test for saliva.
Point-of-care based COVID-19 diagnosis.",1171,Translated,TRUE,43.09,11.2,10.1,15.99,13.1,12.09,13,6.666666666666667,11.58,11th and 12th grade,241,34,6.176470588,2,0.7612,0.235,0.0038,0.616699576,0.096584074,0.286716402
"The proposed technique showed great similarity with the PCR test technique. Results
the application potential of this simple, low-cost salivary magnetoassay was pointed out
point-of-care diagnosis of COVID-19.",1171,Translated,TRUE,31.89,0,12.3,18.38,16.2,12.23,10,8.5,12.74,12th and 13th grade,209,28,6.571428571,2,0.8663,0.1294,0.0043,0.610965669,0.088361241,0.300673097
"The proposed technique showed great similarity with the PCR test technique. Results
the applicability of this simple, low-cost saliva magnetoassay was highlighted
point-of-care diagnosis of COVID-19.",1171,Translated,TRUE,24.44,0,13.1,19.07,16.6,12.18,9,8,12.89,12th and 13th grade,199,26,6.769230769,2,0.852,0.1427,0.0053,0.613017201,0.087745696,0.299237162
"The proposed technology showed great similarity to PCR testing technology. result
Points are earned for the application potential of this simple and inexpensive magnetic method for saliva.
On-site treatment-based COVID-19 diagnosis.",1171,Translated,TRUE,27.18,13,12,17.9,14.4,14.84,12,7.166666666666666,13.15,12th and 13th grade,232,31,6.580645161,2,0.8944,0.1021,0.0034,0.627184868,0.051571857,0.321243346
"The proposed technique showed great similarity with the PCR testing technique. The results
obtained show the application potential of this simple, inexpensive saliva magnetoassay.
point-of-care-based diagnostics for COVID-19.",1171,Translated,TRUE,28.2,11.9,11.6,20.33,16.5,13.68,12,6,12.29,11th and 12th grade,225,28,7.142857143,2,0.915,0.0813,0.0036,0.613021553,0.082509905,0.304468513
"The proposed method was very similar to the PCR testing technique. Results
the obtained result indicates the application potential of this simple and inexpensive saliva magnetic analysis.
When diagnosed with COVID-19.",1171,Translated,TRUE,44.1,12.5,9.7,15.46,12.1,13.83,15,6.833333333333333,14.44,12th and 13th grade,217,31,6.096774194,2,0.5518,0.44,0.0082,0.624348402,0.075523071,0.300128609
"The proposed technique showed great similarity with the PCR testing technique. The results
obtained point to the potential application of this simple and low-cost magnetoassay for saliva-
Point-of-care based COVID-19 diagnosis.",1171,Translated,TRUE,38.82,0,11.7,17.98,16.2,12.55,11,10.25,12.65,12th and 13th grade,227,31,6.419354839,2,0.8772,0.1186,0.0042,0.611725628,0.092233285,0.296041161
"The proposed technique showed great similarity to the PCR test technique. The results
obtained point to the application potential of this simple, inexpensive magnetoassay for salivary
based covid-19 diagnosis in healthcare.",1171,Translated,TRUE,38.82,0,11.7,17.8,15.7,13.06,12,10.75,13.94,11th and 12th grade,223,31,6.290322581,2,0.8998,0.0963,0.0039,0.597607911,0.0785276,0.32386452
The proposed technology was very similar to the PCR testing technology. The results obtained demonstrate the potential of this simple and inexpensive magnetic assay to be applied to saliva-based clinic COVID-19 diagnosis.,1171,Translated,TRUE,29.86,0,13.1,16.12,14.5,13.81,15,11.5,13.9,13th and 14th grade,221,32,5.9375,2,0.7931,0.2029,0.004,0.614585996,0.060498558,0.324915498
"The proposed technique showed great similarity to the PCR testing technique. result
The obtained results demonstrate the applicability of this simple and inexpensive saliva magnetic analysis method.
Point-of-care based diagnosis for COVID-19.",1171,Translated,TRUE,35.23,11.2,11,18.71,14.9,14.04,14,6.333333333333333,11.78,11th and 12th grade,242,32,6.65625,2,0.89,0.1064,0.0036,0.61532706,0.083800748,0.300872147
"The proposed method was very similar to the PCR test technique. Results
the obtained result indicates the application potential of this simple and inexpensive salivary magnetic analysis.
When diagnosed with COVID-19.",1171,Translated,TRUE,44.1,12.5,9.7,15.29,12,13.32,14,6.833333333333333,14.44,12th and 13th grade,216,31,6.064516129,2,0.5697,0.4222,0.0081,0.623609722,0.068384245,0.308006078
"The proposed technique showed great similarity with the PCR test technique. Results
The obtained points indicate the potential application of this simple and low-cost magnetic saliva test.
Point-of-care COVID-19 diagnosis.",1171,Translated,TRUE,44.41,11.2,9.6,17.2,13.9,12.55,11,6,12,11th and 12th grade,222,30,6.5,2,0.8375,0.1584,0.0041,0.61609,0.089743406,0.294166565
The proposed technique showed great similarity to the PCR testing technique. The results obtained indicate the potential application of this simple and inexpensive magnetoassay for saliva-based point-of-care diagnosis of COVID-19.,1171,Translated,TRUE,22.41,0,13.9,19.83,17.6,13.85,13,11,15.33,13th and 14th grade,230,30,6.7,2,0.8386,0.157,0.0045,0.613438249,0.086487211,0.300074548
"The proposed technique showed great similarity with the PCR test technique. Results
the application potential of this simple, inexpensive saliva magnetoassay was pointed out
point-of-care diagnosis of COVID-19.",1171,Translated,TRUE,31.89,0,12.3,18.78,16.4,12.79,11,9,14.17,12th and 13th grade,210,28,6.607142857,2,0.8933,0.1027,0.0041,0.60663861,0.080121353,0.313240111
"The proposed technique showed great similarity to the PCR testing technique. Results
The points obtained indicate the applicability of this simple and low-cost magnetic test for saliva.
Point-of-care diagnosis of COVID-19.",1171,Translated,TRUE,44.1,10.5,9.7,15.87,12.9,12.3,11,5.833333333333333,10.57,10th and 11th grade,222,31,6.258064516,2,0.8004,0.1945,0.0051,0.616841316,0.085672952,0.297485709
"The proposed technique showed great similarity to the PCR testing technique. The results obtained indicate the application potential of this simple, low-cost magnetoassay for saliva-based point-of-care diagnosis of COVID-19.",1171,Translated,TRUE,31.38,0,12.5,19.71,17.7,13.61,12,10.25,14.08,13th and 14th grade,224,29,6.75862069,2,0.8548,0.1408,0.0044,0.613480449,0.084624372,0.301895112
The proposed technology showed great similarity to the PCR testing technology. The results obtained indicate the applicability of this simple and low-cost magnetic test for saliva-based point-of-care diagnosis of COVID-19.,1171,Translated,TRUE,22.41,0,13.9,18.09,16.4,12.8,11,11,14,13th and 14th grade,222,30,6.433333333,2,0.8604,0.1357,0.0039,0.606508553,0.068738051,0.324753284
"The proposed technique showed great similarity with the PCR test technique. The obtained results indicate the application potential of this simple, inexpensive magnetoassay for saliva-based point-of-care diagnosis of COVID-19.",1171,Translated,TRUE,22.92,0,13.7,20.35,18,13.61,12,10.75,15.46,13th and 14th grade,226,29,6.827586207,2,0.8706,0.1251,0.0043,0.607826293,0.084069997,0.30810374
The proposed technique showed great similarity to the PCR testing technique. The results obtained indicate the possibility of applying this simple and low-cost magnetic test for saliva-based point-of-care diagnosis of COVID-19.,1171,Translated,TRUE,30.36,0,12.9,17.98,16.2,13.06,12,10.75,13.94,12th and 13th grade,227,31,6.35483871,2,0.7702,0.225,0.0048,0.617548108,0.086841054,0.295610815
"In the early stages of the COVID-19 pandemic, stay-at-home orders and social distancing were implemented. 
The guidelines required the U.S. health system to postpone elective tests and procedures. 
In the early stages of the pandemic, brain MRI scan volumes decreased by 17%.",1172,Translated,TRUE,60.82,10.1,7.4,11.75,9.8,12.43,13,5.75,8.01,7th and 8th grade,275,42,5.571428571,4,0.0151,0.4215,0.5634,0.646374941,0.082466617,0.271158457
"During the early stages of the COVID-19 pandemic, lockdowns and social distancing guidelines forced health care systems in the United States to postpone scheduled exams and procedures.
During the early pandemic, there was a 17% decline in the number of brain MRI scans.",1172,Translated,TRUE,58.11,0,10.5,12.53,14.2,11.31,11,12.75,11.39,10th and 11th grade,269,43,5.302325581,4,0.0083,0.2624,0.7293,0.623918593,0.071433991,0.304647386
"During the early stages of the COVID-19 pandemic, lockdowns and social distancing forced medical facilities in the United States to postpone scheduled exams and procedures.
During the early pandemic, there was a 17% decrease in brain MRI scans.",1172,Translated,TRUE,52.19,0,10.7,13.4,13.7,12.06,11,12.5,12.86,12th and 13th grade,244,38,5.473684211,4,0.0081,0.2321,0.7598,0.617520809,0.069923304,0.31255585
"In the early stages of the COVID-19 pandemic, stay-at-home orders and social distancing are implemented.
The guidelines required the U.S. health system to postpone elective tests and procedures.
At the beginning of the pandemic, brain MRI scan volumes fell by 17%.",1172,Translated,TRUE,61.02,10.7,7.3,11.4,9.4,12.23,12,5.875,8.02,7th and 8th grade,264,41,5.512195122,4,0.0151,0.3918,0.5932,0.649210274,0.085473232,0.265316546
"Stay-at-home orders and social distancing during the early stages of the COVID-19 pandemic
the guidelines forced healthcare systems in the United States to delay elective tests and procedures.
During the early pandemic, the volume of brain MRI scans decreased by 17%.",1172,Translated,TRUE,50.67,0,11.3,13.87,14.9,12.36,12,12.75,11.13,11th and 12th grade,267,41,5.585365854,4,0.012,0.2943,0.6937,0.640699744,0.095142305,0.264157981
"During the first phase of the COVID-19 pandemic, stay-at-home and social distancing orders were issued
The guidelines have forced U.S. health systems to postpone elective tests and procedures.
There was a 17% decline in the volume of brain MRI scans during the early pandemic.",1172,Translated,TRUE,65.01,10.5,7.8,11.65,10.9,12.26,12,8,8.61,7th and 8th grade,276,44,5.340909091,4,0.0095,0.2699,0.7206,0.629063189,0.083601549,0.287335306
"During the initial phase of the COVID-19 pandemic, containment and social distancing measures
The guidelines forced U.S. health systems to postpone elective tests and procedures.
There was a 17% decrease in brain MRI volume at the start of the pandemic.",1172,Translated,TRUE,66.44,10.5,7.3,11.88,10.4,12.98,13,7.333333333333334,9.32,7th and 8th grade,253,40,5.4,4,0.0117,0.3392,0.6491,0.626944184,0.084541731,0.288514048
"During the early stages of the COVID-19 pandemic, lockdowns and social distancing guidelines forced U.S. health care systems to postpone scheduled tests and procedures.
During the early pandemic, there was a 17% decline in the number of brain MRI scans.",1172,Translated,TRUE,66.44,9.7,7.3,11.7,10.4,12.19,10,7,8.32,6th and 7th grade,253,40,5.375,4,0.0082,0.2542,0.7376,0.632954955,0.078162335,0.288882792
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing
guidelines have forced United States health systems to postpone elective tests and procedures.
There was a 17% reduction in brain MRI volume during the early pandemic.",1172,Translated,TRUE,51.68,0,10.9,14.68,15.1,12.3,12,12.75,11.9,14th and 15th grade,260,39,5.743589744,4,0.0114,0.3205,0.6681,0.630424142,0.079242863,0.290333033
"Stay-at-home orders and social distancing during the early stages of the COVID-19 pandemic
the guidelines forced health care systems in the United States to delay elective tests and procedures.
During the early pandemic, the volume of brain MRIs decreased by 17%.",1172,Translated,TRUE,50.67,0,11.3,13.29,14.4,11.59,11,12.75,11.13,11th and 12th grade,263,41,5.487804878,4,0.015,0.3325,0.6525,0.650579154,0.103725761,0.245695114
"During the initial phase of the covid-19 pandemic, stays at home and social distancing
guidelines have forced the US health system to postpone elective tests and procedures.
There was a 17% reduction in brain MRI volume during the early pandemic.",1172,Translated,TRUE,59.64,0,9.9,12.01,13,12.13,11,12.5,12,12th and 13th grade,246,40,5.225,4,0.0124,0.3113,0.6763,0.646948814,0.08892101,0.264130175
"During the early stages of the COVID-19 pandemic, health care systems in the United States were forced to postpone scheduled exams and procedures due to stay-at-home orders and social distancing guidelines.
During the early pandemic, there was a 17% decline in the number of brain MRI scans.",1172,Translated,TRUE,56.08,0,11.3,12.25,14.9,10.85,11,14.25,11.95,11th and 12th grade,291,47,5.234042553,4,0.0089,0.2563,0.7348,0.655610383,0.073186219,0.271203458
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing
guidelines have forced US healthcare systems to postpone screening tests and procedures.
Brain MRI volume was reduced by 17% during the early pandemic.",1172,Translated,TRUE,53.21,0,10.3,14.96,14.9,13.3,13,11.5,10.53,14th and 15th grade,244,36,5.861111111,4,0.0108,0.2957,0.6935,0.632185757,0.088183075,0.279631197
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing
guidelines have forced United States health systems to postpone screening tests and procedures.
During the early pandemic, there was a 17% decrease in the volume of brain MRI scans.",1172,Translated,TRUE,58.62,0,10.3,13.81,15.2,12.2,12,13,11.26,12th and 13th grade,274,42,5.595238095,4,0.0106,0.3234,0.666,0.628288388,0.079301953,0.292409658
"During the early stages of the COVID-19 pandemic, lockdowns and social distancing guidelines forced healthcare systems in the United States to postpone scheduled tests and procedures.
During the early pandemic, there was a 17% reduction in the number of brain MRIs.",1172,Translated,TRUE,50.67,0,11.3,13.69,14.7,11.59,11,12.75,12.1,11th and 12th grade,265,41,5.512195122,4,0.0186,0.46,0.5214,0.617977679,0.05750801,0.3245143
"From the early stages of the COVID-19 pandemic, containment and social distancing measures were implemented.
The guidelines required the U.S. healthcare system to postpone elective tests and procedures.
At the start of the pandemic, brain MRI volumes fell by 17%.",1172,Translated,TRUE,61.33,10.1,7.2,12.44,9.9,12.82,14,5.5,9,8th and 9th grade,263,40,5.65,4,0.0142,0.3676,0.6182,0.639205158,0.081314296,0.279480457
"During the early stages of the COVID-19 pandemic, lockdowns and social distancing guidelines forced health care systems across the United States to postpone preventive screenings and procedures.
During the early pandemic, there was a 17% decline in the number of brain MRI scans.",1172,Translated,TRUE,58.11,0,10.5,13.87,15.3,11.31,11,13.25,12.32,10th and 11th grade,279,43,5.534883721,4,0.0089,0.2609,0.7302,0.625293076,0.077462569,0.29724431
"During the initial phase of the COVID-19 pandemic, stay-at-home orders and social distancing
the guidelines forced United States health systems to postpone testing and screening procedures.
During the early pandemic, there was a 17% reduction in brain MRI volume.",1172,Translated,TRUE,51.68,0,10.9,14.97,15.5,12.3,13,12.75,11.9,11th and 12th grade,263,39,5.820512821,4,0.0144,0.4273,0.5583,0.625911057,0.083821274,0.290267766
"In the initial phase of the COVID-19 pandemic, containment and social distancing measures
The guidelines forced US health systems to delay elective tests and procedures.
There was a 17% decrease in brain MRI volume at the onset of the pandemic.",1172,Translated,TRUE,59.64,0,9.9,11.72,12.7,12.92,14,12.5,12,12th and 13th grade,244,40,5.175,4,0.0091,0.2655,0.7254,0.627475739,0.086325124,0.286199182
"It seems that the virus traveled by car on highways and highways; and that â€œsoloâ€ driving, that is
traveling in passenger cars, which now seems to be perceived by the public as a solution, was
probably one of the media that favored the initial dissemination.",1182,Translated,TRUE,34.26,0,19.7,10.69,23.9,11.48,11,27.5,21.56,10th and 11th grade,262,45,4.888888889,0,0.027,0.5978,0.3752,0.630515873,0.048921019,0.320563048
"The virus appears to have traveled by car on highways and highways; and that ""solo"" driving, ie.
traveling by passenger cars, which the public now seems to perceive as the solution, was
probably one of the means that facilitated the initial spread.",1182,Translated,TRUE,58.62,0,10.3,10.21,12.3,10.32,11,13,12.21,9th and 10th grade,248,42,4.976190476,0,0.0196,0.506,0.4744,0.622877002,0.046697352,0.33042559
"It appears that the virus traveled by car on freeways and highways; and that ""solo"" driving, i.e.
travel with passenger cars, which now seem to be perceived by the public as a solution, where
probably one of the agents that favored the initial spread.",1182,Translated,TRUE,66.07,0,9.5,8.94,11.8,10.47,12,12.5,10.62,9th and 10th grade,251,44,4.772727273,0,0.0287,0.6227,0.3486,0.640060842,0.047891777,0.312047452
"The virus appears to have traveled by car on highways and highways; and that ""solo"" driving, ie.
to drive passenger cars, which the public currently perceives as a solution, where
probably one of the agents that favored the initial spread.",1182,Translated,TRUE,59.64,0,9.9,10.56,12.1,10.55,11,12,11,10th and 11th grade,239,40,5.05,0,0.0316,0.6735,0.2949,0.632266343,0.048529174,0.31920442
"It appears that the virus traveled by car on freeways and highways; and that ""solo"" driving, i.e.
travel by passenger car, which now seems to be perceived by the public as a solution, was
probably one of the agents that favored the initial spread.",1182,Translated,TRUE,66.07,0,9.5,8.41,11.4,10.47,12,12.5,10.62,10th and 11th grade,247,44,4.681818182,0,0.019,0.524,0.457,0.641880333,0.047569662,0.310550034
"It seems that the virus traveled by car on freeways and highways. and this ""solo"" driving, ie.
passenger car travel, which now seems to be perceived by the public as a solution, was
possibly one of the media that favored the initial spread.",1182,Translated,TRUE,73.88,8.8,6.5,7.76,7.4,9.85,12,7.166666666666666,7.58,7th and 8th grade,240,43,4.651162791,0,0.0191,0.5159,0.465,0.638165474,0.049088307,0.312746167
"The virus appears to have traveled by car via highways and highways. And that â€œsoloâ€ driving, that is.
Traveling by car now seems to be recognized by the public as a solution.
It is probably one of the preferred means of initial diffusion.",1182,Translated,TRUE,77.43,9.5,5.1,7.58,5.9,10.05,11,5.625,8.97,5th and 6th grade,243,43,4.720930233,0,0.1082,0.7969,0.0949,0.631202519,0.04809159,0.320705861
"The virus appears to have been transmitted by car on highways and highways; And that â€œsoloâ€ leadership, that is.
Passenger car travel, which the public now seemed to see as a solution, was the answer
It may have been one of the means that favored the initial spread.",1182,Translated,TRUE,64.04,0,10.3,8.88,12.5,8.77,8,14,12.1,8th and 9th grade,270,48,4.6875,0,0.0308,0.5115,0.4577,0.624076128,0.045259062,0.330664754
"It appears the virus traveled by car on highways and interstates; and this â€œsoloâ€ behavior, that is to say
car transport, which now seems to be perceived by the public as a solution, has been
probably one of the means which favored the initial diffusion.",1182,Translated,TRUE,42.72,0,18.5,10.17,23.5,11.48,12,27.5,22.44,10th and 11th grade,258,45,4.8,0,0.0319,0.6177,0.3504,0.620015979,0.04653509,0.333448887
"The virus appears to have traveled by car on freeways and highways; and that ""solo"" driving, i.e.
passenger car travel, which now seems to be seen by the public as a solution, was
probably one of the means that supported the initial spread.",1182,Translated,TRUE,66.57,0,9.3,8.24,11,9.84,11,12.75,11.39,8th and 9th grade,240,43,4.651162791,0,0.0225,0.5797,0.3977,0.634840727,0.046724431,0.318434775
"The virus appears to have traveled by car on freeways and highways. and that ""solo"" driving, ie.
Traveling by passenger cars, which the public now seems to perceive as a solution, was
possibly one of the means that facilitated the initial spread.",1182,Translated,TRUE,65.73,10.5,7.6,9.33,8.6,10.35,12,7.666666666666666,9.41,7th and 8th grade,246,42,4.928571429,0,0.0193,0.5056,0.475,0.625948191,0.046866842,0.327185035
"It seems that the virus spread by car on motorways and expressways. And this ""driving alone"", i.e.
travelling by car, which now seems to be perceived by the public as a solution,
may have been one of the media that favored the initial spread.",1182,Translated,TRUE,81.93,9.7,5.5,7.18,7.2,8.67,9,7.666666666666666,9.52,9th and 10th grade,242,44,4.568181818,0,0.0197,0.471,0.5092,0.638543963,0.048204951,0.313251108
"It seems that the virus traveled by car on highways and highways; and that driving â€œaloneâ€, that is
traveling in passenger cars, which now seems to be perceived by the public as a solution, was
Probably one of the media that favored the initial dissemination.",1182,Translated,TRUE,34.26,0,19.7,10.81,24,11.48,11,27.5,21.56,10th and 11th grade,263,45,4.911111111,0,0.0235,0.5787,0.3978,0.627603471,0.048193805,0.324202806
"It appears that the virus was spread by car on highways and motorways, and that ""driving alone"", i.e. travelling by private car, which is now perceived by the public as a solution, was probably one of the factors that favoured its initial spread.",1182,Translated,TRUE,66.57,0,9.3,8.99,11.6,9.84,11,12.75,12.32,8th and 9th grade,246,43,4.744186047,0,0.0176,0.4876,0.4948,0.64310956,0.04854751,0.308342963
"The virus appears to have traveled by car on highways and highways. And this is ""independent"" management.
Traveling by car now seems to be accepted by the public as a solution.
It is probably one of the preferred means of initial diffusion.",1182,Translated,TRUE,69.28,10.7,6.2,7.92,6.1,9.42,12,6,10.87,5th and 6th grade,240,42,4.785714286,0,0.0865,0.775,0.1385,0.637338161,0.049003858,0.313657999
"The virus appears to have traveled by car on freeways and highways; and that ""solo"" management, i.e.
travel by private car, which now seems to be perceived by the public as a solution, was
probably one of the agents who supported the initial spread.",1182,Translated,TRUE,66.07,0,9.5,8.7,11.6,10.83,13,13,12.44,8th and 9th grade,249,44,4.727272727,0,0.0201,0.5085,0.4714,0.634385228,0.047349259,0.318265468
"It seems that the virus was transmitted by car on motorways and expressways. And this ""solo behaviour"", i.e. car travel, which now seems to be perceived by the public as a solution, was probably one of the reasons for the initial spread.",1182,Translated,TRUE,74.19,11.2,6.4,7.94,7.6,9.59,11,8,11.31,7th and 8th grade,237,42,4.666666667,0,0.0097,0.2926,0.6977,0.640291989,0.046827901,0.312880099
"The virus appears to have traveled by car on highways and freeways; and that ""solo"" management, i.e.
to travel in passenger cars, which now seems to be accepted by the public as a solution
probably one of the vehicles that contributed to the initial spread.",1182,Translated,TRUE,57.1,0,10.9,9.46,12.1,10.72,13,14.75,14.33,10th and 11th grade,257,45,4.777777778,0,0.0189,0.5176,0.4634,0.626235545,0.047031906,0.326732516
"It seems that the virus travelled by car on motorways and dual carriageways; and that â€œsoloâ€ driving, i.e.
travelling in passenger cars, which now seems to be perceived by the public as a solution, was
probably one of the means that favoured the initial spread.",1182,Translated,TRUE,65.56,0,9.7,10.22,12.9,10.72,10,14.25,13.44,9th and 10th grade,265,45,4.955555556,0,0.0201,0.562,0.4179,0.631860077,0.047950771,0.320189148
"Pure silver and stainless steel surfaces containing silver were found to be non-reflective
inhibits the effect on SARS-CoV-2 and H1N1 viruses. For comparison, both pure copper and
copper-containing stainless steel with a high copper content has a significant antiviral effect
properties.",1186,Translated,TRUE,33.75,0,13.6,16.65,17.2,11.2,12,13.75,14.05,13th and 14th grade,287,41,6.097560976,3,0.0229,0.5479,0.4292,0.639469802,0.044905934,0.315624237
"It has been discovered that surfaces of pure silver and silver-containing stainless steels do not appear
inhibitory effects on SARS-CoV-2 and H1N1 viruses. In comparison, both pure copper and
copper-containing stainless steel with a high copper content exhibits significant antiviral effect
properties.",1186,Translated,TRUE,33.24,0,13.8,17.81,18.3,11.82,14,14.5,15.07,11th and 12th grade,302,42,6.285714286,3,0.0509,0.7557,0.1935,0.622220159,0.050405577,0.32737419
"Pure silver and stainless steel surfaces containing silver were found to be non-reflective
inhibits the effect on SARS-CoV-2 and H1N1 viruses. In comparison, both pure copper and
copper-containing stainless steel with a high copper content has a significant antiviral effect
properties.",1186,Translated,TRUE,33.75,0,13.6,16.53,17.1,11.2,12,13.75,14.05,13th and 14th grade,286,41,6.073170732,3,0.0259,0.6032,0.3709,0.639064789,0.045078352,0.315856814
"It is found that pure silver and silver-containing stainless steel surfaces do not show
inhibitory effects on SARS-CoV-2 and H1N1 viruses. In comparison, both pure copper and
Stainless steel with a high copper content exhibits important antiviral properties.
properties.",1186,Translated,TRUE,43.22,0,12.1,16.19,16.3,10.68,11,13.25,12.93,12th and 13th grade,270,39,6.025641026,3,0.1124,0.7308,0.1568,0.637940049,0.045702264,0.316357672
"Pure silver and silver-containing stainless steel surfaces were found to have no inhibitory effect on SARS-CoV-2 and H1N1 viruses. In comparison, both pure copper and high-copper-containing stainless steel exhibit significant antiviral properties.",1186,Translated,TRUE,29.86,0,13.1,20.12,18.4,11.83,11,12,15.15,11th and 12th grade,247,32,6.75,3,0.1727,0.7502,0.0771,0.643082857,0.044786952,0.312130213
"It has been discovered that surfaces of pure silver and silver-containing stainless steel do not appear
inhibitory effects on SARS-CoV-2 and H1N1 viruses. In comparison, both pure copper and
the copper content stainless steel with a high copper content exhibits significant antiviral effect
characteristics.",1186,Translated,TRUE,32.22,0,14.2,16.71,17.8,11.19,14,14.5,15.16,14th and 15th grade,307,44,6.068181818,3,0.0421,0.7277,0.2302,0.623732865,0.050820936,0.325446218
"Pure silver and stainless steel surfaces containing silver have been found not to display
inhibitory effects on SARS-CoV-2 and H1N1 viruses. In comparison, both pure copper and
Copper-containing stainless steel with a high copper content exhibits significant antiviral effects
Properties.",1186,Translated,TRUE,34.26,0,13.5,17.98,17.9,11.34,13,13.5,14,13th and 14th grade,288,40,6.3,3,0.0195,0.4817,0.4987,0.637647569,0.043077428,0.319274932
"Pure silver and silver-containing stainless steel surfaces were found to have no inhibitory effect on SARS-CoV-2 and H1N1 viruses. In comparison, both pure copper and high-copper stainless steel exhibit significant antiviral properties.",1186,Translated,TRUE,38.32,0,11.9,18.33,16.8,11.83,11,12,15.15,11th and 12th grade,236,32,6.40625,3,0.1705,0.752,0.0775,0.640124023,0.045519598,0.314356357
"It was found that pure silver and silver-containing stainless steel surfaces do not appear to have any inhibitory effect on SARS-CoV-2 and H1N1 viruses. In comparison, both pure copper and high-copper-containing stainless steel exhibit significant antiviral properties.",1186,Translated,TRUE,35.78,0,12.9,17.98,17.5,10.96,11,13.25,14.97,17th and 18th grade,269,37,6.297297297,3,0.1096,0.7926,0.0978,0.641965568,0.044580922,0.313453496
"It has been shown that surfaces of pure silver and silver-containing stainless steel are not visible
inhibitory effects on SARS-CoV-2 and H1N1 viruses. In comparison, both pure copper and
Stainless steel with a high copper content exhibits important antiviral properties.
characteristics.",1186,Translated,TRUE,33.75,0,13.6,16.82,17.3,11.59,13,14.25,15.03,13th and 14th grade,288,41,6.12195122,3,0.0642,0.7083,0.2275,0.642267644,0.049485881,0.308246523
"It has been found that pure silver and silver-containing stainless steel surfaces do not display
inhibitory effects on SARS-CoV-2 and H1N1 viruses. In comparison, pure copper and
high-copper stainless steel exhibits significant antiviral properties
properties.",1186,Translated,TRUE,36.79,0,12.5,18.73,17.7,11.72,12,12.75,13.86,12th and 13th grade,260,35,6.542857143,3,0.043,0.6762,0.2808,0.644491076,0.045169074,0.310339868
"It was found that surfaces made of pure silver and stainless steel containing silver do not have an inhibitory effect on SARS-CoV-2 and H1N1 viruses. In comparison, both pure copper and high-copper stainless steel exhibit significant antiviral properties.",1186,Translated,TRUE,43.73,0,11.9,15.08,15.1,10.81,11,13.5,14.97,14th and 15th grade,255,38,5.736842105,3,0.1789,0.7642,0.0569,0.643486023,0.046549227,0.309964716
"It has been shown that pure silver and stainless steel surfaces containing silver are not visible.
inhibitory effects on SARS-CoV-2 and H1N1 viruses. In comparison, both pure copper and
Stainless steel with a high copper content has important antiviral properties.
characteristics.",1186,Translated,TRUE,49.11,12.5,9.8,15.25,13.1,10.86,12,8.5,12.31,12th and 13th grade,281,41,5.951219512,3,0.0492,0.6325,0.3183,0.623384118,0.047115423,0.329500496
"It turns out that sterling silver and stainless steel surfaces containing silver do not display.
Inhibitory effect against SARS-CoV-2 and H1N1 viruses. In contrast, pure copper and
Copper-containing stainless steel with a high copper content exhibits significant antiviral effects.
property.",1186,Translated,TRUE,41.06,11.2,10.8,17.21,14.9,12.19,15,7.666666666666666,10.32,10th and 11th grade,291,40,6.375,3,0.029,0.4915,0.4795,0.629278004,0.047259465,0.323462516
"It has been proven that pure silver and silver-containing stainless steel surfaces do not exhibit
inhibitory effects on SARS-CoV-2 and H1N1 viruses. In comparison, both pure copper and
Stainless steel with a high copper content has important antiviral properties.
properties.",1186,Translated,TRUE,42.72,0,12.3,15.95,16.4,10.94,11,14,14,13th and 14th grade,275,40,5.975,3,0.1806,0.735,0.0844,0.630261064,0.045768071,0.323970854
"Surfaces of pure silver and silver-containing stainless steel have been found not to show
inhibitory effects on SARS-CoV-2 and H1N1 viruses. In comparison, pure copper and
high copper stainless steel exhibits significant antiviral properties
properties.",1186,Translated,TRUE,36.79,0,12.5,17.75,16.8,11.27,11,12.25,13.86,12th and 13th grade,253,35,6.342857143,3,0.0335,0.6315,0.335,0.647251427,0.046189412,0.306559175
"Surfaces of pure silver and stainless steel containing silver have been found to be indistinguishable
Inhibitory effects on SARS-CoV-2 and H1N1 viruses. In comparison, both pure copper and
Copper-containing stainless steel with a high copper content shows significant antiviral effects
Properties.",1186,Translated,TRUE,33.75,0,13.6,18.22,18.4,11.2,12,14.25,15.03,13th and 14th grade,297,41,6.341463415,3,0.0271,0.6139,0.3591,0.636751473,0.044542633,0.318705857
